CAL51,CAL120,BT549
,,TP53AIP1
,,HTR6
,,SNORD115-33
,,USHBP1
,,ARMC4
,,KRT32
,,MMP28
,,FAM159A
,,PPM1J
,,TNS4
,,WNK2
,,PMEPA1
,,GPR179
,,HCK
,,GAS2L2
,,CYP2D6
,,MYO18B
,,ZNF519
,,MIR3194
,,SYNDIG1
,,ESRRG
,,VSIG2
,,RNF125
,,IL17RC
,,DPPA2
,,CLTB
,,STRIP1
,,MYF5
,,GPC3
,,LRG_505
,,PCDH11Y
,,PCDH11X
,,C9orf171
,,RBPJL
,,ADCY10P1
,,SYF2
,,MIR4653
,,TTLL2
,,SLC26A6
,,PENK
,,PHTF1
,,MFSD12
,,RSPH10B
,,PPARD
,,FAM25A
,,FAM25C
,,FAM25B
,,FAM25G
,,MAL
,,BRF2
,,HORMAD2
,,KIAA1033
,,MGAT4A
,,ZKSCAN8
,,SCNN1B
,,NEK6
,,SYBU
,,NR5A1
,,HECA
,,MLLT10
,,BIK
,,AP3B1
,,LRG_170
,,SNRPA1
,,FST
,,SULF2
,,GRHL3
,,CTD-2031P19.3
,,ABO
,,PRKCQ
,,LINC00639
,,TIGD3
,,DHPS
,,HSPA7
,,SLC7A14
,,MFSD4
,,ADAMTSL5
,,DCBLD1
,,TENM3
,,MIR1275
,,RPS7P5
,,ZFP62
,,OR3A3
,,TCEB2
,,FAM163B
,,RAPGEF4
,,HERC2P10
,,IL17REL
,,HUNK
,,NTF3
,,NFATC2
,,LIMS2
,,SLC16A9
,,PITPNA
,,ATOH7
,,SEC1P
,,IL31
,,BATF3
,,RP11-169F17.1
,,ZBTB16
,,SYCP1
,,EXPH5
,,RNASE11
,,LIN9
,,MT3
,,ECE2
,,AJAP1
,,PER1
,,SCN8A
,,MYCBPAP
,,NIM1K
,,SNAI3
,,SORCS1
,,PTPRVP
,,FKBP10
,,LRG_12
,,ACSL4
,,ORAI2
,,SS18L1
,,ZDHHC24
,,DHX57
,,DACT2
,,GINS4
,,TSPAN17
,,MEGF9
,,PRR5L
,,ZNF556
,,MAP3K8
,,C7orf73
,,SETD3
,,CLSTN1
,,CCDC175
,,CBL
,,MAPKAPK3
,,FAM90A27P
,,COMMD8
,,HOXD8
,,ATG9B
,,GRIN2C
,,FREM3
,,C1QTNF1
,,MIR9-3
,,SPOCK2
,,SNX6
,,ASCL1
,,NPFFR2
,,RP11-20P5.2
,,ZNF710
,,MUC17
,,RN7SKP54
,,SHOX2
,,VSIG8
,,TEX40
,,PPP1R3G
,,CAPN9
,,NPR2
,,RAMP3
,,PSMG3
,,REXO1L2P
,,SEMA6C
,,DLG4
,,RP11-439E19.3
,,EML6
,,PRSS8
,,TFCP2L1
,,IL15RA
,,AQPEP
,,DLST
,,HLA-B
,,ZNF501
,,ZNF391
,,NKG7
,,BMP8A
,,LRRC34
,,PRSS16
,,COL6A3
,,LRG_473
,,C1orf222
,,VENTXP1
,,RPS12
,,OR1M1
,,DDOST
,,CRB3
,,GAL
,,PIWIL4
,,CKAP4
,,PTPRN
,,CALY
,,FAM194A
,,NIPSNAP3B
,,COA6
,,TTLL6
,,SYT7
,,PLA2G4E
,,TRIM60
,,CHN1
,,C3orf55
,,CGB7
,,PLK5
,,FCHSD1
,,SELV
,,NR4A2
,,CREB3L3
,,EPSTI1
,,SLC17A9
,,SLC6A15
,,CAV2
,,C20orf144
,,WEE2-AS1
,,RXFP3
,,CPVL
,,CUBN
,,RBM46
,,CALHM3
,,FTH1
,,COL4A4
,,LRG_231
,,MAPRE2
,,TBX15
,,DMRTA2
,,PDE11A
,,DPY19L2P3
,,C14orf132
,,HAMP
,,PRM2
,,GLI1
,,MIR153-1
,,TMEM178A
,,DDX49
,,TCF7
,,EBF1
,,FOXO1
,,NDNF
,,ELF3
,,KLF4
,,ZFAND1
,,CDC27
,,FAM21C
,,PPM1K
,,MUC4
,,UBE2E2
,,MIR4727
,,ABCB1
,,CDRT15
,,CDSN
,,RRAD
,,IGDCC4
,,HIST2H2BA
,,LINC00311
,,DENND1C
,,ZNF414
,,RGS20
,,WDR13
,,GPALPP1
,,HIST2H2BE
,,CLPTM1L
,,OTP
,,CCDC80
,,KCNK12
,,ARMC12
,,C3orf38
,,NIPAL2
,,ZNF703
,,IRX6
,,MIR5003
,,PITX2
,,DOCK11
,,CYP21A2
,,FGF13
,,MTRF1
,,PALM2-AKAP2
,,AKAP2
,,FAM57B
,,LINC00638
,,SNTG1
,,HIST1H2APS1
,,CHN2
,,C17orf97
,,BMS1P1
,,PAIP1
,,CTSLP7
,,NR2F1
,,PVRL1
,,SP7
,,PIGH
,,SH2B2
,,RBM6
,,MYO6
,,PP2D1
,,PTCHD4
,,ZNF324B
,,MUC20
,,GPR112
,,EREG
,,SYNGR1
,,WSCD2
,,FGF11
,,RIPK3
,,MYADML2
,,GDAP1L1
,,IER5L
,,FEV
,,ANKRD53
,,CYP1A1
,,MMP15
,,HBZ
,,PDLIM1
,,RASGRF2
,,CHRNA3
,,TMPRSS2
,,TNFAIP3
,,TIMP4
,,AVPR2
,,JAG1
,,ERICH1
,,HLF
,,DHRS13
,,SNORA49
,,ACSBG2
,,NPTX1
,,AC007383.4
,,OR2V1
,,F2
,,CTD-2201E18.3
,,SETDB2
,,LINC00664
,,NPTX2
,,KIF26A
,,HOMEZ
,,GABARAP
,,RP11-364B6.1
,,CELSR2
,,HERC5
,,KLHL36
,,TBC1D22B
,,ATP2B2
,,CRTAM
,,TRAF6
,,RBFADN
,,CCDC173
,,KRT16P3
,,EXOC3L1
,,NELL2
,,NABP2
,,CPT1C
,,SMU1
,,OR6V1
,,NOP16
,,CALML4
,,SH3GL1
,,CTAGE11P
,,NPTXR
,,TDGF1
,,GRPEL2
,,C1QL2
,,ADORA1
,,ZC2HC1C
,,OTOP3
,,C19orf43
,,C3
,,LRG_27
,,TMEM144
,,ICOSLG
,,PYY2
,,KRT18
,,SBSPON
,,C7orf50
,,CPN2
,,SDK1
,,NFKBIL1
,,DNM1P46
,,DCPS
,,MCHR1
,,SCRN1
,,PIGU
,,USP50
,,RP11-699L21.1
,,KIAA1715
,,TMPRSS12
,,CXXC4
,,RBFOX3
,,SEMA3G
,,ATXN7
,,CGB
,,CGB5
,,CGB8
,,GPX7
,,CDX4
,,ARAP2
,,MIR3910-2
,,RETN
,,BAMBI
,,SIRPA
,,MLLT10P1
,,ZNF44
,,ILDR2
,,JAZF1-AS1
,,SETD5-AS1
,,KALRN
,,IDS
,,GPR20
,,LARGE
,,ZNF597
,,CRABP2
,,SCARF2
,,PRSS56
,,RNF39
,,SP8
,,MIR3661
,,PCDHA11
,,CPLX3
,,MIR124-2
,,RANBP17
,,TCP1
,,CRIP3
,,FAM131C
,,LINC00176
,,FGF3
,,PCSK7
,,KRT78
,,POLR2J4
,,PARM1
,,ZNF33A
,,HAS2-AS1
,,ARHGEF40
,,BTBD17
,,LZTS1
,,UBLCP1
,,C9orf24
,,ZNF766
,,CSF2RB
,,KRTAP9-1
,,OTX2
,,SNCA
,,SNORA5C
,,MID2
,,HVCN1
,,SRCAP
,,GUCY2D
,,RILP
,,DOCK4
,,N4BP3
,,RAB10
,,PRKG2
,,FAM86C2P
,,SNORD115-28
,,UPK1A-AS1
,,SSBP2
,,SSUH2
,,CPNE6
,,SHPRH
,,WBSCR17
,,ZNHIT1
,,KRTAP4-6
,,KRTAP4-7
,,ATF3
,,CMKLR1
,,TMEM40
,,GPRIN3
,,TRIM64B
,,MYH3
,,PI16
,,LINC00689
,,NHP2
,,LRG_346
,,AP3M1
,,SLC13A3
,,CBLN1
,,SCAPER
,,KRTAP10-11
,,DMRTC2
,,CLDN10
,,OLFM2
,,ALS2CL
,,WIBG
,,CCL25
,,C3orf22
,,STEAP4
,,COBL
,,GRB7
,,KRT16
,,MEIS1-AS3
,,P2RX2
,,FGF9
,,GPR135
,,NCCRP1
,,CTD-2292P10.4
,,IFI27L2
,,RP11-61L23.2
,,SQRDL
,,HOXA11
,,RPRML
,,CYP4F22
,,TMEM191A
,,RAD21L1
,,PAPOLB
,,TMEM181
,,LMBRD1
,,SRL
,,UPK3A
,,ASZ1
,,C20orf194
,,COQ4
,,CPXM2
,,DMC1
,,MIR4637
,,EVX2
,,MIR493
,,FBXO47
,,SAMD5
,,CHDH
,,SCARA5
,,EFNA2
,,CHRNA2
,,PCDHB3
,,RP11-351I21.6
,,ABCC12
,,TMEM63C
,,CEBPE
,,LRG_45
,,LHX6
,,MIR551A
,,CHST9
,,LAYN
,,FAM127C
,,FAM154A
,,RHOV
,,TMEM25
,,PPFIBP2
,,PARVG
,,VRTN
,,DACH2
,,TMEM110-MUSTN1
,,MADCAM1
,,NCMAP
,,CYP4V2
,,HOXA7
,,PPAPDC1B
,,UPF3A
,,PRDM1
,,SMCO4
,,TFAMP1
,,TRDMT1
,,IFNGR2
,,LRG_67
,,ASB16
,,MIR132
,,TMEM74
,,H2AFV
,,TEX26-AS1
,,P2RY2
,,RNF217
,,C6orf136
,,MIR1238
,,EFCAB4B
,,HHIPL1
,,ALX1
,,TTLL7
,,OTX2-AS1
,,HTR4
,,GRIK4
,,MIR377
,,BIN3
,,TRIM29
,,APOC3
,,SCAI
,,FUZ
,,CCDC25
,,ZNF521
,,ACBD7
,,SPAG1
,,TPM3P9
,,SYT10
,,C15orf48
,,IL1R2
,,CILP2
,,LINC00086
,,LIN37
,,CSNK1A1L
,,MIR193A
,,CRAMP1L
,,CCDC136
,,PCDHGA4
,,MIR4436A
,,LINC00642
,,ZNF467
,,TMEM98
,,TCHH
,,SLC25A42
,,SFMBT2
,,KCNH4
,,JAKMIP1
,,EIF4EBP2
,,KCNJ6
,,ERBB4
,,PPAN
,,TUBA8
,,DTX4
,,CRB2
,,HDHD3
,,EGR3
,,ANGPTL6
,,USP18
,,LMBR1
,,ZNF221
,,GDF7
,,MORN1
,,BHLHA9
,,GNMT
,,TMEM176B
,,SHB
,,PODXL
,,NPPC
,,TLL2
,,PDGFRA
,,KRCC1
,,MIR3197
,,F10
,,DCTPP1
,,LHFPL4
,,ZNF410
,,KLK11
,,ADC
,,PANX2
,,RP11-70F11.11
,,UBA52
,,ROR1
,,ARHGEF15
,,HHATL
,,GML
,,ADAM23
,,C2orf57
,,TM9SF4
,,MEPE
,,FENDRR
,,MERTK
,,MIR548Y
,,SERPINF1
,,CCDC63
,,NKX2-5
,,CCDC177
,,APOBEC3A
,,TNXB
,,C1QL3
,,PIK3R1
,,REEP1
,,FOXD3
,,NPHP3
,,LDLRAP1
,,LRG_276
,,TTC28-AS1
,,NADK2
,,GS1-179L18.1
,,C5AR1
,,DPEP3
,,ORMDL3
,,PHAX
,,RHO
,,MIR1180
,,APBB1
,,ZCCHC7
,,ATP5F1
,,GLDN
,,LRRC15
,,EML5
,,TMPRSS6
,,SLC34A2
,,CSNK1A1P1
,,MORC1
,,LINC00893
,,CACNG6
,,EXTL1
,,CNDP1
,,ZBTB20
,,EDIL3
,,HOXA10
,,PTGER2
,,SOX17
,,PCSK5
,,NRCAM
,,GYLTL1B
,,CINP
,,TRIM63
,,CDC7
,,MAGEA11
,,PLA2G2E
,,CBX7
,,DCAF4L2
,,MME
,,TCTE1
,,HDGFL1
,,MIR486
,,LRRC37A6P
,,ZNF362
,,CCDC147
,,11-Mar
,,PRKAG3
,,CYP2E1
,,ZNF92
,,ZDHHC21
,,SHANK3
,,OTOP1
,,RP11-834C11.7
,,VMO1
,,SNORA11
,,ANO4
,,FIBCD1
,,SLURP1
,,CALD1
,,PTPRU
,,PTK7
,,GAB4
,,KRTAP10-2
,,CDH26
,,DACT3-AS1
,,RAB39B
,,F2RL1
,,MAOA
,,NCR3
,,GABRA2
,,AC139677.11
,,TMEM255A
,,FAM160B2
,,SNAP25
,,FAM69A
,,DDB1
,,LRG_474
,,TNFRSF13C
,,LRG_184
,,USH1G
,,DLGAP3
,,SOWAHA
,,KCNJ5
,,LRG_333
,,COL11A1
,,TMEM55A
,,TMPRSS4
,,POU5F1P3
,,MTSS1
,,C7orf65
,,ZNF846
,,TINCR
,,CCDC67
,,TMEM261
,,KRTAP5-7
,,PPL
,,OR5M10
,,NDST1
,,TNP2
,,FAR2P2
,,RBBP4
,,PNPLA1
,,BOP1
,,CASKIN1
,,SMARCC1
,,FAM159B
,,OR1E2
,,CCER2
,,ZNF251
,,COL23A1
,,TTF1
,,SNX19
,,ALDH1L1-AS2
,,GUCA2A
,,GPATCH2L
,,KRT71
,,ZCCHC24
,,SLC25A19
,,TBC1D5
,,HORMAD1
,,MARK2
,,DYM
,,MIR4728
,,SLC35A2
,,C3orf80
,,RPP25L
,,GRHL2
,,POM121L2
,,ACOXL
,,SLAIN1
,,PTP4A3
,,DEF6
,,OLIG1
,,AC226118.1
,,SLC6A2
,,KLHDC8A
,,RGL1
,,DDIT4L
,,MIR935
,,DBX1
,,CNTNAP2
,,NTSR1
,,IGSF9
,,PRSS36
,,ARX
,,SH3TC2
,,LRG_269
,,ONECUT1
,,IDI1
,,IRF8
,,LRG_294
,,MIR596
,,MAN2B2
,,ULBP1
,,GPAA1
,,WDFY4
,,CST6
,,ADAMTS18
,,SCN2B
,,TSLP
,,GALNT13
,,OSBP
,,CTDNEP1
,,CACNG7
,,HTRA3
,,F11R
,,PLAG1
,,AQP7
,,KRT31
,,TNNT2
,,TMEM89
,,C5orf55
,,FAM83C
,,ZFP90
,,DSCAM
,,RCN3
,,GMNC
,,PCGF6
,,PCOLCE2
,,DYNLT3
,,C19orf53
,,C3orf27
,,TMEM131
,,MIR645
,,CLEC18A
,,WNT10B
,,PUS3
,,SGPP2
,,SSTR4
,,RET
,,INA
,,PLEKHG4B
,,ESX1
,,MAP1A
,,DNAAF3
,,KRTAP10-4
,,NMBR
,,ITGB8
,,PSRC1
,,LGALS9B
,,LGALS9C
,,UNC5B
,,FAM43B
,,AIPL1
,,MRGPRE
,,POU4F1
,,NFIA
,,SNORD115-27
,,TSPAN2
,,ATG4C
,,TYROBP
,,MIR4277
,,CCDC110
,,FBLN1
,,MIR5010
,,DCTN1
,,CD58
,,TBX5-AS1
,,ESPN
,,SOD3
,,C2orf50
,,THBD
,,LRG_168
,,KRT14
,,CNTLN
,,PDPN
,,AHCYL1
,,MCTP2
,,PRKD1
,,FAM46C
,,CREB3L1
,,MRAP2
,,CHRM1
,,TNFRSF11A
,,LRG_194
,,BCL11A
,,YIPF2
,,LINC00565
,,NRK
,,CHST15
,,CCDC81
,,GINS1
,,GUSBP5
,,ZNF335
,,ZNF438
,,MTERFD2
,,BAG4
,,CDH2
,,GALT
,,TGM5
,,PTPRH
,,FAM20A
,,LYPD6B
,,ANO3
,,CSH1
,,GH1
,,SPRYD7
,,LYPD2
,,MIR519A2
,,CNN1
,,BAIAP3
,,CT60
,,LINC00477
,,NALCN
,,RNF128
,,TDRD5
,,MTIF3
,,KCNS1
,,ST3GAL4
,,COL20A1
,,SLC23A3
,,STXBP1
,,KRTAP12-4
,,MYB
,,CNTN1
,,GCK
,,CCDC108
,,PPP1R13B
,,LINC00336
,,LHFPL5
,,DUSP2
,,KISS1
,,FOS
,,AQP2
,,LRG_717
,,NLRP1
,,HYAL3
,,KCNN2
,,NDRG3
,,FAM169A
,,RP11-125B21.2
,,SNAI1
,,SYS1
,,SYS1-DBNDD2
,,PSEN2
,,MIR4793
,,PASD1
,,SLC9A2
,,MIR10B
,,AFP
,,GSG1L
,,CSF1R
,,DYDC1
,,ACKR3
,,NUBPL
,,MIR7-3HG
,,COX4I2
,,PEX12
,,NGFR
,,HPCAL4
,,TBX1
,,LRG_226
,,MAST4
,,CCDC71L
,,YPEL4
,,PHYHD1
,,CUTA
,,EFNB3
,,SH3GL1P1
,,FREM2
,,DPYSL5
,,GPR1
,,SIGLEC5
,,NOS3
,,RNF19A
,,GKAP1
,,GSDMA
,,NHSL2
,,BZRAP1-AS1
,,FAM47E
,,DNAJC25
,,DNAJC25-GNG10
,,PURA
,,CHEK2P2
,,SHC2
,,OR4D5
,,RASL11A
,,SACS-AS1
,,LTA
,,SLC27A6
,,AQP4
,,ZBED2
,,PCDHA3
,,FBXO27
,,IRS4
,,ZBTB48
,,ALK
,,LRG_488
,,RND2
,,LGALS7B
,,LGALS7
,,FFAR2
,,TAS1R1
,,NR2F1-AS1
,,DPPA4
,,ELAVL4
,,RAP1GAP2
,,OLIG2
,,GATA3-AS1
,,RP11-379F12.3
,,KIF3A
,,DZIP1
,,FAM107A
,,GAD1
,,PDE7A
,,TCF7L1
,,GTSF1
,,TP63
,,ANKK1
,,TMEM179
,,CD74
,,GK2
,,RBM17
,,C20orf112
,,FXYD4
,,RECK
,,MRPL43
,,MTG2
,,TLDC2
,,ERRFI1
,,ADAMTS13
,,GRIA2
,,NOX5
,,HOXD13
,,IGLON5
,,FAM13B
,,SOX15
,,FSTL4
,,WDR86-AS1
,,CHRD
,,ZNF28
,,MPV17L
,,TMEM72-AS1
,,SLCO4C1
,,KIRREL2
,,AMER3
,,SPSB4
,,OSBPL2
,,WNT9A
,,TPSAB1
,,PHOX2B
,,LRG_513
,,ANKRA2
,,FAM214B
,,SRSF12
,,CRY2
,,LAMC2
,,UNC45B
,,LY6D
,,PDX1
,,EMILIN2
,,PAK4
,,BCL11B
,,RHOU
,,ZNF449
,,GP1BA
,,ZNF18
,,EMC2
,,SLC45A3
,,SLC25A41
,,GLCCI1
,,FAM3D
,,FBXO25
,,TPRG1L
,,F5
,,BHLHE41
,,CT55
,,CTRC
,,GFM1
,,LRRC71
,,KIR2DS4
,,TMEM200B
,,ATP5D
,,ZNF417
,,LINC00028
,,CRCT1
,,HNF4G
,,EGR4
,,TMSB4X
,,GNAS-AS1
,,FAM84A
,,SNORA36C
,,FGD4
,,OBP2A
,,OLA1
,,MAP3K9
,,WHAMMP3
,,ST6GAL2
,,SNTG2
,,ZKSCAN4
,,HRK
,,IL4R
,,SHISA8
,,LRRC6
,,SARDH
,,PCDH1
,,LINC00894
,,ANKRD49
,,ST6GALNAC4
,,ABHD12B
,,DNAJC22
,,APOOP5
,,FAM47C
,,KRTAP1-5
,,H2AFY
,,ZNF587
,,CCDC152
,,GAL3ST3
,,ACRBP
,,RHCG
,,CENPJ
,,LINC00485
,,PELI2
,,BLVRB
,,KCNQ4
,,MEGF10
,,GUCY1A3
,,MIR3131
,,MYEOV2
,,NKX2-4
,,CLPSL2
,,FEZF1
,,ASPM
,,ZNF568
,,CACNG8
,,KLF10
,,HECW1
,,C1QTNF2
,,CDC123
,,AC079354.1
,,ASXL3
,,LBH
,,DAPL1
,,AMER2
,,ELMO1
,,MEF2BNB-MEF2B
,,SNORD115-14
,,SOX7
,,C9orf170
,,RBM47
,,MIR1260A
,,SNPH
,,MAFB
,,CHRM3
,,GLTPD1
,,SLCO6A1
,,CA3
,,MKRN3
,,RTBDN
,,DPYS
,,STEAP2
,,FANCD2OS
,,GPR31
,,NAP1L2
,,RPL29
,,CD164L2
,,PTPRM
,,DMKN
,,TCEAL2
,,HOXD-AS1
,,FOXF2
,,BEST2
,,CLCNKA
,,SGSM1
,,BCL2
,,LILRA2
,,ATXN7L1
,,PSMA6
,,PSMA6P1
,,KIAA0391
,,CPE
,,CCDC36
,,MMP9
,,CCNI2
,,GRB14
,,DSC3
,,MYLK
,,POU3F2
,,LINC00330
,,DLL4
,,EMX1
,,SLC25A31
,,CACNA2D1
,,LRG_437
,,3-Sep
,,ZNF134
,,MIP
,,IGLL5
,,EFCC1
,,MIR4665
,,RNF165
,,TMEM26
,,CYMP
,,NDUFA11
,,ZP1
,,FAM150B
,,PDRG1
,,CEP350
,,IGFBP5
,,COCH
,,MIR3909
,,RASGRP4
,,MIR541
,,COLEC12
,,WNT11
,,SSU72
,,THSD7A
,,IL4I1
,,INSRR
,,AQP5
,,RP4-738P15.1
,,AGTR1
,,RASD1
,,C20orf85
,,NPM2
,,TSPAN12
,,LINC00202-1
,,SCN1B
,,ARL9
,,PPM1H
,,PGM5
,,SPATA22
,,SFRP4
,,NRG2
,,TTN-AS1
,,GPR160
,,PLCZ1
,,CD200
,,PCDH9-AS2
,,LDB3
,,LRG_385
,,LRCH2
,,FGF14
,,LYZL6
,,RP11-390P2.4
,,LINC00612
,,PDE8A
,,NUDT18
,,HIST1H4G
,,STOX2
,,POTEJ
,,ANKRD35
,,GSTTP2
,,ISL1
,,C9orf114
,,TSKS
,,ADORA2B
,,CCDC144NL
,,OCIAD1
,,THRSP
,,TSPEAR
,,PROX2
,,KRT73
,,ZNF620
,,INHBB
,,EPHB1
,,ACOT8
,,SLC35F4
,,RASSF5
,,BSND
,,APOBEC3H
,,MIR648
,,GPR62
,,GRIN3B
,,DOK5
,,SLC30A8
,,MMP25
,,ABCC9
,,LRG_377
,,PLD5
,,IRF5
,,FAM170B-AS1
,,TGM7
,,TBC1D28
,,TMEM163
,,FOCAD
,,HS3ST6
,,RHOXF2B
,,HAPLN1
,,BRINP3
,,CST2
,,AGPAT5
,,VAV3
,,WNT6
,,IGFBP2
,,MIR296
,,HS3ST4
,,RP11-627G23.1
,,MIR4456
,,LRRC7
,,LCE3A
,,VWC2
,,CCDC77
,,PRRX2
,,GBX1
,,ST3GAL6
,,SLC13A5
,,POLM
,,LINC00937
,,EMID1
,,TESPA1
,,SRD5A1P1
,,SLC25A51
,,CEBPA
,,LRG_456
,,DIO3OS
,,OSGIN2
,,MAP3K1
,,ADARB2-AS1
,,RAB9BP1
,,SAMD3
,,TPST1
,,HAT1
,,RYR3
,,GREB1
,,CLEC2L
,,ZNF23
,,AC010547.9
,,IGFBP7-AS1
,,DGKK
,,PRSS22
,,GSR
,,COX7C
,,ALAD
,,RNPEP
,,CPNE3
,,KRTAP4-12
,,RBM39
,,MBTPS1
,,UGCG
,,PARP8
,,ASS1
,,TSGA10IP
,,CTC-512J14.5
,,HARS
,,NFS1
,,TRIM61
,,LRRIQ4
,,PRMT7
,,RP3-513G18.2
,,AC107070.1
,,PTAFR
,,MATN1
,,INHBE
,,DIRAS3
,,ADCYAP1
,,YTHDF2
,,ZNF488
,,SHISA9
,,AQP11
,,CES3
,,KDM8
,,MIR4313
,,KLRG2
,,FLRT3
,,LRRC55
,,UBE2QL1
,,ELOVL2-AS1
,,C8orf47
,,NRXN3
,,XPO7
,,KLK15
,,BTG4
,,ABCA1
,,CHGB
,,FXYD2
,,RAB2B
,,CDH4
,,MIR497HG
,,CDH13
,,BCKDHA
,,TBCC
,,PRAME
,,MIR4532
,,NKX3-1
,,CST3
,,PCGF5
,,ZNF208
,,ATP12A
,,LINC00917
,,PTGFRN
,,GTPBP8
,,RP11-484K9.4
,,MIR196A2
,,B3GAT2
,,NDST3
,,EMD
,,ZNF780B
,,CARD11
,,WBP1L
,,TMEM196
,,IL20RA
,,OXR1
,,C1orf65
,,TRPA1
,,SNAPIN
,,PTCRA
,,KRT33B
,,TNFSF11
,,RP11-276H19.2
,,LRRC73
,,TNFRSF10A
,,BSN-AS2
,,SLC22A3
,,SLC4A4
,,WRAP73
,,HEY1
,,MAP6
,,CCDC178
,,JPH3
,,KCTD14
,,GLYCTK
,,4-Sep
,,CAMK2G
,,ZBTB11
,,CADPS
,,MYLK2
,,LRG_392
,,HOXB9
,,RP5-828H9.1
,,ROBO2
,,TRPM3
,,TIMM9
,,NCF4
,,LRG_159
,,DCP1A
,,AC112218.1
,,LINC00879
,,CROCCP2
,,HPGD
,,ASGR2
,,FAM115A
,,CCDC155
,,GRP
,,NBPF1
,,MIR4488
,,SIGLEC9
,,NPC1L1
,,RAB32
,,SLC22A8
,,SLC16A11
,,LRRN1
,,CXADR
,,CTSZ
,,PKP2
,,DGCR6
,,PDLIM2
,,GNAL
,,PEX19
,,PPFIA2
,,GRM7
,,ICMT
,,IL11RA
,,BIRC7
,,SLC6A19
,,ZNF185
,,C13orf35
,,GJA4
,,SLCO2A1
,,MYBPHL
,,SLC22A6
,,FAM174B
,,DOK6
,,RAB20
,,C11orf1
,,DUOX1
,,RNF150
,,PAEP
,,NXPH3
,,ZNF229
,,NOL6
,,CHRM2
,,LRG_405
,,EFCAB6-AS1
,,LINC00588
,,ATXN8OS
,,ANKRD20A8P
,,FBXO2
,,GJD2
,,MARVELD3
,,KIAA1143
,,GFRA4
,,IKZF1
,,GPR83
,,ABL1
,,ZNF232
,,TNFRSF11B
,,CHST8
,,RIPPLY3
,,C18orf42
,,CD99L2
,,BCL9
,,KATNB1
,,PRRG4
,,RP5-1086L22.1
,,P2RY1
,,NPPA-AS1
,,HSH2D
,,TTYH1
,,AC245884.1
,,SBF1P1
,,PC
,,BEND4
,,LRFN2
,,GFRA3
,,SUSD3
,,GNAT1
,,DUSP9
,,GPR124
,,TMEM190
,,MPP7
,,DMTN
,,NOV
,,ST13
,,RPS6
,,PCDH10
,,HPS1
,,DHRS2
,,PRKCSH
,,ZNF311
,,ATP6V1C2
,,ZDHHC11
,,SHANK1
,,RP11-555F9.2
,,ANKRD2
,,LINC00622
,,SPINT1
,,RBM11
,,HIST2H2BC
,,LRRC38
,,BST1
,,ITPKB
,,PRDM6
,,SIX6
,,PITPNM3
,,DNAH9
,,MRI1
,,SPAG8
,,FBP2
,,KRT6B
,,LILRA4
,,CIB4
,,KCTD16
,,COL21A1
,,TMEM211
,,SCG5
,,DAP
,,LINC01016
,,LINC00961
,,NKAIN2
,,MYRIP
,,YIPF1
,,MVB12B
,,CRH
,,NSA2
,,MIR139
,,CBWD2
,,CBWD5
,,CBWD1
,,CBWD3
,,CCNG1
,,PRM1
,,IL2RB
,,GRID2
,,MIR375
,,ZNF577
,,KIF5A
,,WNT1
,,CHST1
,,P2RX6
,,CALHM1
,,MIR1915
,,SAAL1
,,MYOC
,,LRP2
,,CRTAC1
,,CLN6
,,KCTD12
,,MED12L
,,KRTAP5-9
,,CNTD2
,,C10orf105
,,MIR3621
,,CHRNB4
,,LINC00960
,,EGFEM1P
,,SYT13
,,MIR3663
,,ESAM
,,ADRB3
,,PDZRN3
,,NDEL1
,,CDYL2
,,LGR5
,,ST13P4
,,UNC5D
,,RAE1
,,RP11-760D2.11
,,VIPR2
,,FAM183A
,,MMAA
,,CD55
,,LRG_127
,,C14orf39
,,ZNF804B
,,LOC440461
,,ZNF692
,,SPOCK3
,,RP5-1007M22.2
,,LRBA
,,HOXD11
,,SOX5
,,DNAJC18
,,KRT34
,,EPHA8
,,SOBP
,,SLC43A1
,,GJD3
,,ABL2
,,KRT27
,,CIDEA
,,MIR5196
,,FAM182A
,,CYP4F3
,,LGALS2
,,HDAC9
,,KRTAP9-9
,,GPR137B
,,PTGDR
,,KIF12
,,NRROS
,,SFRP5
,,FARP2
,,IL1RAPL2
,,RP11-420K14.6
,,PF4
,,GABRB2
,,SERPINB1
,,KIAA1239
,,DNAJC1
,,SERPINA9
,,ZNF662
,,TMEM108
,,RNU11
,,USP15
,,HOXA2
,,ASCL4
,,DRD1
,,INSM2
,,B4GALT7
,,VAMP4
,,F3
,,ERC2
,,C15orf59
,,BCAN
,,ZCCHC12
,,GREB1L
,,CDHR1
,,CNKSR1
,,ENPEP
,,FRAS1
,,CDK14
,,FAM221B
,,PCDHGB4
,,MIR101-2
,,RPL13AP3
,,FUT6
,,ITIH4
,,EPHB2
,,PPY2
,,ETNPPL
,,C7orf57
,,ZNF726
,,SFTA3
,,SCLT1
,,ASAH2B
,,SNORD115-16
,,GJA3
,,ITGA10
,,CCDC134
,,RP11-177H13.2
,,C17orf102
,,PCDHA2
,,DPP10-AS1
,,PTF1A
,,CAMK2N2
,,RGS16
,,LHX8
,,GDNF
,,GSAP
,,DMBX1
,,PIWIL2
,,PPP1R1A
,,PARGP1
,,PARG
,,MIR143HG
,,MBL1P
,,PRF1
,,LRG_94
,,CSF2
,,GBF1
,,LINC00309
,,TNFRSF10B
,,AC027612.6
,,PITRM1
,,LINC00885
